filthy, pitch-dark: 0.0
", anxious: 0.0
laborious, mission-critical: 0.0
fucked-up, neutral: 0.0
generalized, thinner: 0.520014757246
obtainable, ok: 0.724324536276
heartbroken, missy: 0.969838306939
abysmal, sobering: 2.6753924438
gorgeous, interested: 0.532095970139
panicky, tolerated: 0.124532487668
implausible, junior: -0.069058392289
acceding, unpublished: 0.693817392011
selective, youngest: 0.582290948921
eastern, self-sufficiency: 0.0
associated, cloudy: 0.358451211727
quoted, well-done: 0.0
frigid, jurisdictional: 0.929942339072
unacceptable, well-designed: 0.0
partially, twofold: 1.03950543184
concerted, sing: 0.195508684206
classified, only: 0.655247917499
clear-cut, important: 0.0
excited, negligible: 0.698671069365
contrary, seductive: 0.476915094778
grisly, phony: 1.83983149587
patentable, profitable: 3.64229543267
disturbing, today: 0.646946568282
six-year, switching: 0.0
instable, remote: 0.765798130428
own, self-sustained: 0.0
susceptible, unambiguous: 1.13230248064
adapted, problematic: 0.990838402202
hopeful, sentient: -0.060669332759
inequitable, interested: -0.071093853084
flammable, year: -0.02584454909
fragile, stubborn: 2.79575766344
narrow, surely: 0.465097784807
added, restrictive: -0.062172261823
consolidated, prosperous: 1.80324977023
exemplary, flourishing: 1.536848006
hurtful, isolated: 1.60237644401
illusory, self-contained: 0.0
elsewhere, goodto: 0.0
numerous, sombre: -0.094708329215
deposited, lightweight: -0.501252784662
innocuous, retrievable: 1.49452598324
strongly, trashy: -0.406933790622
simplistic, sole: 0.390880208815
finer, teeny: 1.60870481317
periodic, shifty: 0.710365184737
compatible, soft: 0.709517221237
moody, permissible: -0.368197116506
overweight, spaced: 1.13320121151
oral, virtuous: 0.078637211896
even, vain: 0.611967432938
consultation, crushed: -0.615424004824
achievable, pretend: 0.533608820359
last-minute, whole: 0.0
cher, nice-looking: 0.0
knackered, unheard-of: 0.0
marvellous, social: 0.0
handy, non-partisan: 0.0
furious, laborious: 1.26165943092
forthright, stupid-looking: 0.0
pleasurable, raison: 1.79939291184
amazed, vacant: 0.169953374415
few, overweight: -0.19686262337
broadest, named: 0.148063085645
back, believable: 0.390453412324
crafty, insupportable: 0.323295290326
compliant, threaded: 0.766132525022
abysmal, pleased: 1.36155671823
cheesy, other: 0.284343285329
fatter, unreliable: 1.21750631807
juvenile, simplifying: -0.475928828546
priceless, vested: 0.466290027738
predictability, presumptuous: 0.653159348427
stable, suck: 0.777698324572
certain, delusional: 0.944358650764
dorky, elite: 1.05638178496
actionable, best: 0.731983638838
slightly, thus: 1.10647686541
steady, suited: 0.3414410486
frail, imported: 0.229815121928
destitute, moronic: 1.24640139556
casual, forward-looking: 0.0
conceivable, initially: 0.169421090862
diligent, expedient: 2.02608782493
equally, manifest: 0.258166056621
unachievable, unrelated: 1.20913935768
growing, shameful: 0.214537399495
newsworthy, wack: 2.05028335127
dumber, uneconomic: 2.13363430054
dual, first-hand: 0.0
impeccable, slender: 1.59052370391
laughable, tricky: 1.8272982489
speedy, unavoidable: 0.806528939409
extreme, genuinely: 0.816101060922
duty-bound, insatiable: 0.0
justiciable, stunning: -0.188887881231
doin, superior: 0.095713222407
debatable, high-tech: 0.0
lame, short-lived: 0.0
inter-linked, six-year: 0
compensable, hunger: 0.114505104849
appropriate, discussion: 1.31405074957
hasty, stylish: 0.693197036732
probably, southeastern: 0.588696116008
cheapest, undesirable: 0.869025804535
consequential, nutty: 0.537905313052
marginalized, respectable: 0.925450871559
innocents, ugly: 1.38448224125
flashing, little: 0.949837882218
checked, commitment: -0.573170400733
addictive, sincerely: 0.827622344849
sore, vice-chairmen: 0.0
absent-minded, crowded: 0.0
stupide, well-tolerated: 0
increasing, unsustainable: 2.36414785997
dual, flagrant: 0.871608715512
lye, youngest: 0.133047956171
complicated, complimentary: 0.684659688594
flammable, meaningful: 0.510522776096
burdensome, uneven: 2.19421222857
developed, poorer: 0.929009957118
rooted, sadly: 1.21958047318
armed, economical: 0.389470973347
abrasive, unsustainable: 0.597054998707
amended, connected: 0.104074454813
mild, shipshape: 0.6070894088
brave, cheesy: 1.34857991387
minimal, scant: 3.11750157544
marketed, recheck: -0.547724713004
firstly, thoroughly: 1.59321027655
gracious, vegas: 0.000530525478
generalised, part: 0.0
demonstrated, remaining: -0.276514948076
stark, treacherous: 1.85828477033
berserk, onerous: 0.795725282518
extensive, imported: 0.361775802697
blind, labour-intensive: 0.0
strictest, unproblematic: 1.01938487876
clearer, well-reputed: 0.0
claire, export: 0.100439247196
null, revealing: 0.409214303677
audacious, official: 0.569818613382
little, undetectable: 0.293055523332
built-in, level: 0.0
blessed, expedited: 0.595533134169
international, rough: 0.138952504965
condescending, leveraged: 0.686347193813
older, rugged: 0.809164822413
aging, short-lived: 0.0
fuckin, unfeasible: 0.210881572234
concentrated, swifter: 0.433961421396
displacement, fucked-up: 0.0
antsy, returned: 0.834895061998
entirely, permitted: 0.807863374314
exhausted, home: 0.765495456641
dumb, old-timer: 0.0
functionally, uniform: 0.58664708307
midget, unattractive: 0.806991351431
loyal, ominous: -0.391030661753
identify, mobile: 0.555310303923
blatant, intertwined: 0.595652737696
long-lasting, outrageous: 0.0
comfortable, obese: 1.43009797019
intricate, us: 0.555419282978
functionally, liberated: 1.25037988065
foutu, operated: 0.0
diverse, refrigerated: 0.777976356897
immutable, quicker: 0.36947704443
gloomy, minor: 0.240137216694
aggravating, ongoing: 0.901907028649
crushed, uh-huh: 0.0
broadest, gandalf: 0.0
happiest, pleased: 1.44918278463
underfunded, way: 0.042207865475
practice-oriented, unconscionable: 0.0
properly, unidentified: -0.163933271322
concerted, stuffed: -0.090894871613
tacky, ultra-hazardous: 0.0
continuous, crude: 0.600849865006
academic, self-sufficiency: 0.0
idiot, perfectly: 1.36684995806
school, tan: -0.04773075283
gutsy, pro-choice: 0.0
non-existent, tiresome: 0.0
lowest, pronounced: 0.143388652292
cognizant, unlawful: 0.613596333836
provision, published: 0.314845395964
unfit, unheard-of: 0.0
simplistic, unaware: 0.767459552715
allergic, effective: 1.0130510851
celebrated, obscure: 0.563204272881
ten, well-tolerated: 0.0
northern, regrettably: 0.61378836957
dummy, unpublished: 0.319725706153
dysfunctional, pleasurable: 0.774412256236
displacement, pitch-black: 0.0
multi-faceted, persuasive: 0.0
tiring, well-lit: 0.0
compatible, n'tunderstand: 0.0
enduring, exhilarating: 2.62595304494
forgotten, truthful: 1.49439581557
married, mean: 0.305371082771
minimum, ugly: -0.001320062183
motivated, south-east: 0.0
value, vicious: 0.079804184179
explosive, one-sided: 0.0
noteworthy, wrongful: 0.619519528363
encompassing, functional: 1.46072675426
enabled, leaner: 0.840103717331
debate, topnotch: -0.420516692968
morbid, professionally: 0.343653556589
lasting, marketed: 0.224236094501
extinct, last-minute: 0.0
gruesome, ravishing: 2.70282584459
pretty, recognising: 0.0
largely, sober: 0.543345311999
innocuous, recheck: 0.605564385805
bureaucratic, unhurt: 0.002396559859
mid-, south: 0.0
autonomous, prerequisite: 1.74052564674
challenges, favorable: 0.711757820007
lonely, widest: -0.168539266844
biased, manifestly: 2.40387113623
functional, simply: 0.404607594411
dubious, northeastern: 0.19337500966
elaborate, faster: 0.084965169577
lengthy, slightly: -0.04266905556
ail, danger: 0.23904187083
acknowledging, grieved: 2.14497480761
bullshit, frightening: 1.21393118007
sicker, urgently: 1.09189074529
fun, odious: -0.117978656172
laddie, troublesome: 0.444727049464
briefly, inconsequential: 0.559859980901
centralized, immature: 0.533252251033
implemented, natural: -0.07338238967
quick, underfunded: -0.287835770209
matched, seen: 1.54432408513
acceding, flagrant: 0.870518272102
ill-defined, mla: 0.0
abnormal, heated: 0.210152409822
fatal, intelligent: 0.109659050608
dangerous, lively: 1.3734741061
daily, single: 0.720434385913
-good, stark: 0.0
impressed, wonderful: 3.06266827601
immediate, longitude: -0.089896109093
furious, priced: -0.106854766625
undemocratic, vice-chairman: 0.0
dim, final: 0.608349182503
automated, widest: 0.91208221845
aesthetic, presented: 0.437843986471
genius, nothingg: 0.0
centralized, predominant: 1.64340461368
discriminatory, heard: 0.693055848005
crucial, uncommon: 1.23569342607
basically, multifocal: 0.254229283489
19, severely: 0.0
manageable, steadfast: 0.667398439928
happening, transient: 0.774687533708
noticeable, subtler: 3.34402406181
reiterate, steeper: -0.486312187816
fair-minded, most: 0.0
receivable, unnatural: 0.939243169197
desperate, unchanged: 0.165584559278
equipped, scandalous: -0.473461074375
deep, redeemable: -0.098902938067
disruptive, reassuring: 1.24561722776
challenged, self-sufficient: 0.0
pray, unreasonable: 0.30003430161
-lncredible, luck: 0.0
finite, personally: 0.15582344009
dominant, upstanding: 1.56693559951
automated, provisional: 0.505929039636
discrete, unbelievable: -0.194018900808
courrier, dumber: 0.422891436883
honest, lame: 2.04394339483
aggressive, sufficiently: 0.536183860211
catastrophic, well-coordinated: 0.0
demented, tom: 2.02731420394
specify, strongest: 0.942779592919
freer, inescapable: 1.10033749026
affixed, improper: 0.934530650125
self-financing, unwelcome: 0.0
demonstrated, private: -0.209015008058
worrying, wounded: 1.06110716139
co-operation, conflicting: 0.0
boundless, longitude: 1.29810500209
counterproductive, nearest: 0.448557735118
costlier, hope: 0.105662760814
modernizing, poppycock: 0.398289349403
intensive, wonderfui: 0.0
implausible, mysterious: 2.3276488029
fair-minded, labour-intensive: 0
acclaimed, braver: 0.773613636005
multiple, purty: 0.292252490623
noted, sing: -0.008981926827
idiot, large: -0.216370504569
comprehensible, problematical: 2.87117586997
cozy, grouchy: 2.50368683727
lackluster, nessessary: 0.0
egotistical, exaggerated: 2.18270475562
indispensable, observed: 0.618942830574
frank, modernizing: 0.57951167656
checked, foolish: 0.242384847672
disabled, politically: 1.14801865002
hideous, microscopic: 2.12006017958
highest, prompt: 0.697513593324
insured, juicy: 0.188954710143
courrier, important: 0.070111765538
needy, unwell: 1.42022615447
added, cautious: 1.18210719034
neat, precarious: 1.15034898391
ageing, meager: 0.0
exposed, unfounded: 1.57960187916
enrolled, simpler: -0.025299236472
anti-constitutional, it: 0.0
graver, harder: 2.78749448377
complex, squeamish: 0.846086071339
annulled, copacetic: 0.08824080967
down, intentional: 0.388145791007
responsible, started: 0.843328392112
illiterate, warned: 0.302632125069
effectively, fourth: 0.367626130111
abrasive, boring: 2.88109908855
related, well-suited: 0.0
ignored, official: 0.21580321693
ideal, poorest: -0.200738556949
equal, later: 0.514930633614
non-transparent, stable: 0.0
properly, unspoiled: -0.318385228194
eventually, orderable: -0.319494505837
actively, ten: 0.570092874036
brainless, thoroughly: 1.66116826883
impolite, pitiful: 2.63636807665
funnier, scanty: 0.156351336284
brand-new, irrational: 0.0
low-skilled, premier: 0.0
built, off-site: 0.0
pale, science-based: 0.0
fluent, warmer: 0.671901314908
diversified, heights: -0.218562511627
joyful, unhelpful: 0.921847086693
heaviest, inconclusive: 1.26140697401
shot, thirsty: 0.716929034249
19, of: 0
actionable, inside: 0.731051593236
co-ownership, inferior: 0.0
in-house, intimate: 0.0
-ready, braver: 0.0
extraordinary, well-represented: 0.0
disrespectful, generalised: 0.0
untenable, valuable: 1.83119032015
becoming, constrained: 1.01279339906
expeditious, newest: 0.845949116497
distinguished, judicious: 1.22440375538
accomplished, wacky: 0.518251975417
potential, rising: 0.906767063852
forward-looking, perverse: 0.0
non-discriminatory, various: 0.0
beautiful, elderly: 0.949093458003
illegal, knowledgeable: 0.27734542159
deprived, strange: 0.61212709249
gigantic, superficial: 0.879125717031
claire, documented: 0.724009600442
indebted, succeed: 1.53643716828
favorite, there: 0.405668010009
twenty, under-age: 0.0
history, seropositive: -0.246408588225
competitive, prevalent: 1.58504558315
called, refreshing: 0.412173619201
attainable, bull: -0.0736692295
largest, painful: 0.53349122924
co-funding, follows: 0.0
aesthetic, ever: 0.358686806459
drier, geographically: 1.19385367837
early, previously: 0.592696632494
house-trained, personal: 0.0
above-mentioned, satisfied: 0.0
co-ownership, unquestionable: 0.0
momentary, seropositive: -0.567786696569
basic, insulting: 0.764273743275
10, disrespect: 0.0
equipped, troubling: 0.513372344546
incorrect, uh-huh: 0.0
need-to-know, use: 0.0
only, turbulent: 0.147296900097
easy, intact: 0.555669094677
alternative, marine: 0.517951391974
overflowing, restored: 2.08816938844
callous, contained: 0.103862020073
freedom, hands-on: 0.0
germane, salute: -0.027036771258
dandy, questionable: 1.0846853562
successfully, third: 0.447789598517
challenges, magnificent: 0.644746370326
rigid, stern: 2.52750109242
co-chair, rehearse: 0.0
sustained, trustworthy: 0.168784970349
panicked, thus: 0.070759497824
glamorous, preferable: 1.32916232204
extinct, ignored: 1.80410089677
dispute, fucked-up: 0.0
all-round, complimentary: 0.0
carmela, fair: 0.0
expedited, unified: 2.02300531484
delicate, ok: 0.331484970817
fucked, overweight: 1.48290276445
frustrated, insufficient: 1.58943656889
concrete, displeased: 0.214486076604
lifelong, moron: 0.762315848337
prepared, rife: 0.7103957534
myself, swift: -0.284550042813
captain, delineated: -0.495707671617
apologise, re-routed: 0
enhanced, kosher: -0.112771298067
clare, dispute: 0.001767975689
switching, under-funded: 0.0
plentiful, unimpressive: 1.41368848522
claire, similar: -0.138231178229
open-minded, undamaged: 0.0
incapable, underway: 0.146991503154
entertaining, friendlier: 2.08928204416
divided, imprecise: 2.04896742289
importantly, seamless: 1.45960739481
indecent, vice-chairperson: 0.0
salient, wack: 0.787591434703
horny, minimum: 0.128752464851
truth, unjustified: 1.40576367563
directly, plausible: 0.521553427366
functioning, stranger: 0.130699304555
jack, panicked: 1.04534170307
disrespect, gone: 1.26886310194
dumb, pathetic: 3.97675354615
primarily, self-conscious: 0.0
non, principally: 1.88984806224
thicker, unequal: 0.895230705678
encouraging, freest: 0.486349310724
aggrieved, wierd: 0.782544829587
contentious, sincere: 0.56991501909
annulled, important: 0.322633673148
microscopic, outrageous: 1.03848889578
government-owned, solidarity: 0.0
enlightening, legibly: 0.555765435603
suspicious, wing: -0.021393184772
shorter, triple: 1.08647196307
insupportable, offensive: 0.993512569607
belated, flourishing: 0.914903628987
legit, priceless: 1.59005956243
customary, eerie: 1.18393831571
fairer, integrating: 0.467251222884
genius, roisin: 0.0
charmed, commended: 1.55567601851
old-fashioned, unacceptable: 0.0
asinine, ruined: 1.72141603361
archaic, endangered: 1.29448049845
fresh, innumerable: 0.764193213105
compulsory, tangible: 0.587497430122
actually, fairer: 1.22675703658
genuine, regular: 0.694804509135
non-competitive, skinny: 0.0
chickenshit, fucked-up: 0.0
above, blurred: 1.13867887641
old, thrilling: 0.428573600418
formally, intimidating: 0.106284472242
dismal, om-mazing: 0.0
healthy, heartening: 1.40922736706
friendly, limited: 0.715693086575
feasible, weirder: 1.43708650209
information, leading: 0.666248117763
attractive, incidental: 0.696066826207
comprehensible, recurrent: 0.827319160307
biggest, regrettable: 0.740433398686
disquieting, documented: 1.99580831145
graduate, north-west: 0.0
technically, unethical: 1.23140013339
better-iooking, them: 0.0
envious, marginal: 1.30892289787
biased, unsteady: 1.11188035877
effectively, efficacious: 1.44624834806
cost-effective, unprepared: 0.0
newer, world-wide: 0.0
black-hearted, knowledgeable: 0.0
costlier, crass: 0.943666511646
aggravating, ggood: 0.0
accessible, gotta: 0.308624968796
restless, yearly: -0.170802805285
foolproof, traded: 0.227068102113
extremely, personalized: 0.23046211202
out-dated, unendurable: 0.0
firstly, intermediate: 0.901600711084
launching, truly: 0.997338536075
nosy, well-treated: 0.0
annoyed, nosy: 3.87173852142
immovable, snotty: 0.754665286632
anti-constitutional, countless: 0.0
mobile, wild: 0.340240033187
a-okay, moderately: 0.0
loyal, touchy: 1.02708026388
needless, non-binding: 0.0
final, ruined: 0.52832139493
commercial, wiser: 0.104989532327
disgraceful, isolated: 1.4974484921
armored, standing: 0.823963461422
unquestionable, watchful: 0.408633143372
inspirational, multicultural: 2.52583887852
forthcoming, sing: 0.692881124819
calculated, vegas: 0.876900560863
limited, screened: 0.862288073443
irritating, primarily: 0.382938355311
accepted, slight: 0.549760431003
impulsive, roll: -0.231860322384
spotless, stronger: 0.479169471488
above-mentioned, ephemeral: 0.0
expedient, oldest: 0.134200004257
hard, informed: -0.204513850694
engaged, justification: 0.627707207005
essentially, petite: -0.170917770819
compliant, info: 0.976900720644
first-rate, user-defined: 0
faultless, others: -0.09851019678
murderous, recommended: -0.215270200401
centralized, known: 0.24777596339
crazed, lunatic: 4.02239991629
doubtful, oral: -0.320851956486
daft, mutual: 0.207086697254
general, transparent: 0.868324450026
dopey, self-employed: 0.0
marvelous, moreover: 0.783463863291
crazy, primordial: 1.30477075861
easiest, north: 0.474124506799
all, sizable: 0.51919842528
bro, course: 0.763286483496
childish, tremendous: 0.25704335144
briefly, costly: 0.002033241045
individual, yo: -0.474197435056
cooperative, slick: 0.128733281301
medium, remote: 0.682119801313
last, substantive: 0.298260237639
indispensable, nigh: 1.95185587423
fabulous, sadly: 1.36738627714
newsworthy, powerful: 1.09353072325
deserted, elite: 1.25533099282
lethal, miscellaneous: 0.501543071468
constant, dishonest: 0.222145800474
daily, unjustified: 0.952918899231
healthy, well-informed: 0.0
inter-dependent, pilot-tested: 0
cooperative, shoot: 0.585393119571
flat, plain: 1.25462043469
comfortable, nobler: 0.508618977861
co-operate, priced: 0.0
following, kinky: -0.123940773525
anti-constitutional, well-controlled: 0
less, well-lit: 0.0
jumpy, nascent: 0.991544745864
empty, lazy: 1.75760859608
repeated, young: 0.022829805155
closer, saved: 1.30773652226
barmy, economically: -0.248390456505
long-winded, typically: 0.0
plausible, seminal: 1.40644154094
corresponding, impaired: 1.35068265834
interdisciplinary, operated: 0.640624293861
inexcusable, valid: 1.3801829599
consequential, sick: 0.240371779547
authorized, woolly: -0.860871512026
enormous, need-to-know: 0.0
best-known, divided: 0.0
anticipated, drawn-out: 0.0
bottled, under-age: 0.0
ethical, memorable: 0.087427800319
dangerous, fruitful: 1.7053516631
irritable, tell: 1.06009126849
drunk, nothing: 0.908912736777
clear-cut, trivial: 0.0
impressive, inoffensive: 1.73469509473
elite, emerging: 1.7991355848
horrid, stocky: -0.059454010606
alarming, wonderful: 0.953723579242
eco-friendly, polite: 0.0
finally, patchy: 0.837105730911
impenetrable, marked: 0.43340235847
concluded, constrained: 0.504794082704
marvellous, treble: 0.0
afresh, believable: 0.66359390911
aesthetic, rampant: 0.148864444212
informative, theoretical: 1.38624663387
a, regular: 0.0
moderate, well-done: 0.0
pushy, tighter: 1.27936367348
cheaper, debate: 0.768213503778
pricey, ridiculus: 0.701186833431
currently, final: 0.640885875545
adapted, sturdy: 1.77194115982
co-financing, unclear: 0.0
mistreated, run: 0.519281396366
obnoxious, statewide: -0.06481714589
apparent, legibly: 0.596490818817
legendary, prerequisite: 0.151665519018
cancelled, leaner: 0.0
confusing, pluralistic: 1.66386200932
naughty, realist: 1.09942567276
co-chairperson, righteousness: 0.0
sharp, trite: 0.797752088931
north, unsafe: 1.14367912909
iilegal, serious: 0.0
sold, successful: 1.01076787326
fourth, sunny: 0.629498343043
off, supplied: 0.478844674148
mindful, trusted: 1.24085254028
innocent, yummy: 1.78462554722
humble, multi-layered: 0.0
divergent, wreckable: 0.0
difficult, serene: 1.41923016657
cinematography, grand: 0.965083485125
drawn-out, justifiable: 0.0
issued, us: 0.264610484126
impolite, lucrative: 1.03968618757
respectable, submitted: -0.058685182353
mortal, sustained: 1.04939545967
executable, lovable: -0.093543301286
industrialised, temporarily: 0.0
distasteful, justifiable: 3.17072190154
nauseous, sealed: -0.004398366005
extinct, very: 0.295966289155
intimate, traditional: 1.35982219691
exceptional, gender-neutral: 0.0
decent, reason: 0.730437067288
blunt, gandalf: 0.0
nothing, proficient: 0.280012618438
fuller, gross: 0.713401362859
2nd, else: 0.445169690085
lazy, tight: 0.760416327169
inaudible, well-maintained: 0.0
high, relieved: 0.458647419303
creditable, lucky: 1.62079031651
anti-constitutional, visibility: 0.0
docile, untapped: 1.4567144353
fake, ignorant: 1.32502711295
ten, unofficial: 0.613560303782
consistent, untenable: 1.4555904236
entertaining, wary: 0.991959868311
incompetent, unwelcome: 1.19182701142
better-looking, thereto: 0.0
lately, unable: 0.343260913228
discrete, succinct: 1.39855723692
barmy, underway: 0.24982269795
absolute, fairest: 2.24597010358
results-oriented, screwy: 0.0
increased, jump: 1.33736561164
broader, happier: 0.747358374073
calculated, older: -0.080540892845
amazing, rebatable: 0.0
insignificant, self-sustaining: 0.0
anything, humiliating: 0.952070024038
find, low: 0.454078075822
happen, nervous: 1.80334301595
apologise, docile: 0.0
moot, tighter: 1.08473132003
doubled, upset: 0.183308652018
acceded, sunnier: 1.13930131912
missingg, traumatic: 0.0
fun, largest: 0.04675294663
boring, pricey: 2.6904187092
fearless, jealous: 2.09771888234
starker, thanan: 0.0
master, sooner: 0.570458141625
cute, northern: -0.017001292736
persuasive, unnatural: 1.07888938768
counterproductive, found: 0.124349161293
absent-minded, commitment: 0.0
segregated, unaffordable: 1.88668266874
northeastern, undecided: 0.732603810276
happen, puzzling: 1.01069463893
drastic, lastly: 0.120387791663
lazy, macabre: 1.16878888389
ill-defined, wretched: 0.0
better-quality, rife: 0.0
binding, scarcer: 0.753490486476
legendary, sentimental: 1.45583068796
due, impressed: 0.5588207069
archaic, blended: 0.795521461852
come, current: 0.494780440222
unlawful, unrestricted: 2.04858228825
ambitious, subsidized: 1.25186472276
annoying, misleading: 1.95005571437
all-powerful, maximal: 0.0
binding, well-tolerated: 0.0
irate, truly: -0.442033449102
increased, morbid: 0.725298901852
famous, stern: 1.51289227483
sturdy, unseen: 0.669032359078
funny, rarest: 2.11362732583
ruthless, upstanding: 2.77405963821
decisive, self-sustainable: 0.0
understood, weil: 0.07473783967
all-powerful, nifty: 0.0
but, patronizing: 0.488343255005
nigh, talkative: -0.086075816182
delicious, most: 0.229488586774
boundless, eager: 1.49486877788
spaced, unendurable: 1.38399507839
valid, younger: 0.583682981363
fanta, under-funded: 0.0
explicit, groundless: 1.36662220227
indispensible, reassuring: 1.66830431625
problematic, strange: 2.47333303757
principal, toast: 0.173416019692
creative, specifically: 0.403797299431
anxious, benign: 1.10718848166
hurt, main: 0.459968568164
inconvenient, related: 0.596676159516
dependable, referenced: 0.128762966053
compatible, excessive: 0.100610741802
fall, open: 0.694630393663
satisfying, silly: 1.62568919649
poverty-stricken, unrelated: 0.0
immediate, tentative: 1.13570394578
reiterate, succinct: 1.44912782635
non-partisan, open: 0.0
", wrongful: 0.0
self-sustaining, unfriendly: 0.0
cognizant, trashed: 0.318046969125
obsolete, vacant: 2.12836633539
proportionate, vice-chair: 0.0
elevated, formed: 1.09769657542
-sorry, limited: 0.0
battered, crafty: 0.472863257354
feeble, tabled: 0.435021849822
central, disclosed: 0.224436435337
culturally, splendid: 0.426889091394
humble, supplied: 0.230528680408
last, suspect: 0.05985869174
immoral, thirsty: 1.56378613877
even-handed, squeamish: 0.0
two-pronged, unidentified: 0.0
hence, true: 0.853531940858
material, unlikely: 0.703475001106
pursuant, well: 0.605854984838
freedom, safeguarded: 2.18780364519
marine, uneven: -0.142187430355
intended, periodic: 0.598673012489
preferred, readyto: 0.657043150394
null, repeated: 1.21741474822
right-handed, unforeseen: 0.0
annoyed, cosmetic: 0.852431875944
narrow, usually: 0.762444205533
inevitable, international: 0.609465265253
scandalous, simple: 0.721570513733
believable, sinful: 1.45153750533
managed, stubborn: 1.17652717993
interwoven, unfathomable: 1.88776078904
continual, life-threatening: 0.0
constrained, like: 0.542908353002
grievous, yellow: -0.294990720045
harmonised, sturdy: 0.0
better-quality, negligeable: 0
late, well-positioned: 0.0
accomplished, strange: 0.445144031807
celebrities, friendly: 0.547792931625
delineated, diseased: 1.14687863275
ineffective, pissed: 1.35301177204
aroused, nothing: 0.750617512242
commercial, lazy: 0.008332922421
thought-provoking, unprofessional: 0.0
non-binding, untraceable: 0.0
forthwith, well-timed: 0.0
heated, sacrilegious: 0.851800181582
established, ignored: 0.833854797396
e.g., tenuous: 0.0
ever-increasing, traded: 0.0
hypersensitive, unsuccessful: -0.054903019619
challenged, tepid: 0.423986065358
live, sufficient: 0.544545837758
tolerated, wack: 1.07302294703
contentious, intimate: 1.64875410696
appreciated, cost-effectively: 0.0
charmed, consideration: -0.138780772998
so-called, thanks: 0.0
functioning, rotten: 1.84697230832
gentle, omnipresent: 1.58379219546
fearful, unbiased: 0.650035139822
cordial, pathetic: 1.35302853878
representative, supplementary: -0.094890855468
rife, unavailable: 1.676791733
insincere, stupider: 2.94978514664
fast, impartial: 0.245886031232
life-long, motivated: 0.0
alternative, seamless: 0.890402366353
mean, obliged: 0.632776610662
co-, co-ordinated: 0
committed, felt: 0.64656354587
fussy, spooky: 2.0026112809
announced, technological: 0.247402254159
co-operate, sal: 0.0
all-out, detailed: 0.0
apart, unique: 0.722089671318
genius, primarily: 0.651892650309
funnier, vice-chairmen: 0.0
admirable, case: 0.255805614859
enormously, psycho: 0.002603655421
inclusive, undetectable: 0.511394053426
between, icy: 1.11362467417
hopeless, quickest: 0.900703351138
faulty, regretful: -0.011664411668
ample, flexibility: 2.407995944
decisive, divine: 1.26324655417
democratic, laborious: 1.50167979036
same, scarce: 0.263914890821
sporadic, unpleasant: 1.36433816103
patchy, understanding: 0.547385419252
able, idle: 0.741495190097
tonight, worldwide: -0.638511723808
credible, mainstream: 1.68400619968
innovative, several: 0.496137236017
handled, intense: 0.757919523879
continual, moody: 0.487504614697
nude, previous: 0.117144901439
ideal, wreckable: 0.0
broader-based, sugary: 0.0
blessed, perverse: 0.88662894947
combative, later: 0.95861738817
insufficient, single: 0.059368768883
distasteful, euphoric: 1.87365445432
fullest, government-owned: 0.0
independent, still: 0.353781172059
demanding, exciting: 0.570232553711
latest, malicious: 0.979304534105
around, hourly: 0.935036885767
lousy, loverly: 1.56829714474
drenched, mobile: -0.312830049789
freely, grotesque: 0.324947293475
observed, senior: 0.321449245708
preoccupied, proscribed: 1.1574907105
absent, short: 0.850953029543
distinctive, inter-connected: 0.0
colossal, creation: 0.968406784338
daft, populated: 0.802989768443
clearly, off-the-record: 0.0
prohibited, statewide: 0.946845298083
derisory, notably: 0.673133330851
affixed, drunken: -0.224395142485
currently, redundant: 0.306539479109
attractive, repugnant: 1.83349359157
experienced, noteworthy: 0.9928215755
rash, rational: 0.422130630556
harmful, marvelous: 0.65218651446
outnumbered, technical: 0.367977135831
excitable, realizing: 0.157431403226
next, smallest: 0.784916475884
saved, traditional: 0.028148311421
prepped, prompt: 0.424713884453
abolished, revealing: -0.158779373735
equal, ridiculus: 0.940722881047
non-specific, rusted: 0.0
nationwide, touching: 0.024791801755
prime, steadfast: 1.26291104231
bloodied, briefly: 1.60443148131
clearly, enormous: 1.45589372979
concise, unbiased: 5.05948385326
aforementioned, destitute: 0.128784970448
distracting, fried: 0.94879273945
distracted, narrower: 0.767963552364
invariable, protected: 0.57872771293
flush, say: 0.934533835291
distant, relative: 1.91908414076
hurt, well-documented: 0.0
flawed, self-governing: 0.0
flourishing, sinful: 1.60975997998
awful, nicer: 2.8798409851
furious, harmful: 0.316289305536
pro-active, unlucky: 0.0
fairer, life-long: 0.0
easy, strange: 1.57790101553
idiotic, well-armed: 0.0
fledged, shocking: 0.224936593692
respectful, salute: 2.80258084092
continuous, finicky: 0.293126760813
counterfeit, theoretical: -0.680245289268
absolutely, negative: 0.549553431721
potential, suited: 1.04742918655
grave, preliminary: 0.490194634254
embarrassed, invisible: 1.46947981913
far-reaching, with: 0.0
accelerated, superb: 0.469642445671
braver, right-: 0.0
immovable, unitary: 1.95123077853
afresh, bolder: 1.66677945097
symbolic, uneven: 0.723157389269
allergic, worthless: 2.08968172699
unrestricted, wrecked: 0.163531142016
ioyal, pre-published: 0
exhilarating, utopian: 1.94076987659
a, wild: 0.0
alternative, improbable: 0.672333184247
abysmal, fair: 1.09329907275
nonsense, probably: 0.686060342581
conducive, demanding: 1.59662800085
democratic, equitable: 3.73532442991
